year,rank,team,pyth,adjusto,adjusto_rank,adjustd,adjustd_rank,adjustt,adjustt_rank,luck,luck_rank,sos_pyth,sos_pyth_rank,sos_oppo,sos_oppo_rank,sos_oppd,sos_oppd_rank,ncsos_pyth,ncsos_pyth_rank,teamid_x
2011,8,notre dame,0.9505,122.8,3,95.0,58,64.5,274,0.094,14,0.7433,19,107.1,22,97.7,29,0.4196,247,1323.0
2011,8,notre dame,0.9505,122.8,3,95.0,58,64.5,274,0.094,14,0.7433,19,107.1,22,97.7,29,0.4196,247,1323.0
2011,8,notre dame,0.9505,122.8,3,95.0,58,64.5,274,0.094,14,0.7433,19,107.1,22,97.7,29,0.4196,247,1323.0
2011,8,notre dame,0.9505,122.8,3,95.0,58,64.5,274,0.094,14,0.7433,19,107.1,22,97.7,29,0.4196,247,1323.0
2011,8,notre dame,0.9505,122.8,3,95.0,58,64.5,274,0.094,14,0.7433,19,107.1,22,97.7,29,0.4196,247,1323.0
2011,8,notre dame,0.9505,122.8,3,95.0,58,64.5,274,0.094,14,0.7433,19,107.1,22,97.7,29,0.4196,247,1323.0
2011,8,notre dame,0.9505,122.8,3,95.0,58,64.5,274,0.094,14,0.7433,19,107.1,22,97.7,29,0.4196,247,1323.0
2011,9,san diego saint,0.9499,112.6,34,87.1,3,64.6,272,0.067,38,0.6874,50,105.7,40,98.7,60,0.6157,66,
2011,10,kentucky,0.949,118.2,7,91.7,28,67.2,145,-0.073,321,0.7264,30,106.1,32,97.5,21,0.661,46,1246.0
2011,11,syracuse,0.9484,115.8,15,89.9,16,66.6,176,0.064,42,0.7424,20,107.1,23,97.7,25,0.4498,212,1393.0
2011,12,north carolina,0.9477,112.2,36,87.2,4,71.9,16,0.051,56,0.7717,12,107.6,16,96.8,8,0.6798,36,1314.0
2011,12,north carolina,0.9477,112.2,36,87.2,4,71.9,16,0.051,56,0.7717,12,107.6,16,96.8,8,0.6798,36,1314.0
2011,12,north carolina,0.9477,112.2,36,87.2,4,71.9,16,0.051,56,0.7717,12,107.6,16,96.8,8,0.6798,36,1314.0
2011,12,north carolina,0.9477,112.2,36,87.2,4,71.9,16,0.051,56,0.7717,12,107.6,16,96.8,8,0.6798,36,1314.0
2011,12,north carolina,0.9477,112.2,36,87.2,4,71.9,16,0.051,56,0.7717,12,107.6,16,96.8,8,0.6798,36,1314.0
2011,12,north carolina,0.9477,112.2,36,87.2,4,71.9,16,0.051,56,0.7717,12,107.6,16,96.8,8,0.6798,36,1314.0
2011,12,north carolina,0.9477,112.2,36,87.2,4,71.9,16,0.051,56,0.7717,12,107.6,16,96.8,8,0.6798,36,1314.0
2011,12,north carolina,0.9477,112.2,36,87.2,4,71.9,16,0.051,56,0.7717,12,107.6,16,96.8,8,0.6798,36,1314.0
2011,12,north carolina,0.9477,112.2,36,87.2,4,71.9,16,0.051,56,0.7717,12,107.6,16,96.8,8,0.6798,36,1314.0
2011,12,north carolina,0.9477,112.2,36,87.2,4,71.9,16,0.051,56,0.7717,12,107.6,16,96.8,8,0.6798,36,1314.0
2011,12,north carolina,0.9477,112.2,36,87.2,4,71.9,16,0.051,56,0.7717,12,107.6,16,96.8,8,0.6798,36,1314.0
2011,12,north carolina,0.9477,112.2,36,87.2,4,71.9,16,0.051,56,0.7717,12,107.6,16,96.8,8,0.6798,36,1314.0
2011,12,north carolina,0.9477,112.2,36,87.2,4,71.9,16,0.051,56,0.7717,12,107.6,16,96.8,8,0.6798,36,1314.0
2011,12,north carolina,0.9477,112.2,36,87.2,4,71.9,16,0.051,56,0.7717,12,107.6,16,96.8,8,0.6798,36,1314.0
2011,12,north carolina,0.9477,112.2,36,87.2,4,71.9,16,0.051,56,0.7717,12,107.6,16,96.8,8,0.6798,36,1314.0
2011,12,north carolina,0.9477,112.2,36,87.2,4,71.9,16,0.051,56,0.7717,12,107.6,16,96.8,8,0.6798,36,1314.0
2011,13,brigham young,0.9472,118.2,8,91.9,32,71.7,18,0.053,51,0.6627,63,104.2,73,98.3,45,0.568,103,1140.0
2011,13,brigham young,0.9472,118.2,8,91.9,32,71.7,18,0.053,51,0.6627,63,104.2,73,98.3,45,0.568,103,1140.0
2011,13,brigham young,0.9472,118.2,8,91.9,32,71.7,18,0.053,51,0.6627,63,104.2,73,98.3,45,0.568,103,1140.0
2011,13,brigham young,0.9472,118.2,8,91.9,32,71.7,18,0.053,51,0.6627,63,104.2,73,98.3,45,0.568,103,1140.0
2011,13,brigham young,0.9472,118.2,8,91.9,32,71.7,18,0.053,51,0.6627,63,104.2,73,98.3,45,0.568,103,1140.0
2011,13,brigham young,0.9472,118.2,8,91.9,32,71.7,18,0.053,51,0.6627,63,104.2,73,98.3,45,0.568,103,1140.0
2011,13,brigham young,0.9472,118.2,8,91.9,32,71.7,18,0.053,51,0.6627,63,104.2,73,98.3,45,0.568,103,1140.0
2011,13,brigham young,0.9472,118.2,8,91.9,32,71.7,18,0.053,51,0.6627,63,104.2,73,98.3,45,0.568,103,1140.0
2011,13,brigham young,0.9472,118.2,8,91.9,32,71.7,18,0.053,51,0.6627,63,104.2,73,98.3,45,0.568,103,1140.0
2011,13,brigham young,0.9472,118.2,8,91.9,32,71.7,18,0.053,51,0.6627,63,104.2,73,98.3,45,0.568,103,1140.0
2011,13,brigham young,0.9472,118.2,8,91.9,32,71.7,18,0.053,51,0.6627,63,104.2,73,98.3,45,0.568,103,1140.0
2011,13,brigham young,0.9472,118.2,8,91.9,32,71.7,18,0.053,51,0.6627,63,104.2,73,98.3,45,0.568,103,1140.0
2011,13,brigham young,0.9472,118.2,8,91.9,32,71.7,18,0.053,51,0.6627,63,104.2,73,98.3,45,0.568,103,1140.0
2011,13,brigham young,0.9472,118.2,8,91.9,32,71.7,18,0.053,51,0.6627,63,104.2,73,98.3,45,0.568,103,1140.0
2011,13,brigham young,0.9472,118.2,8,91.9,32,71.7,18,0.053,51,0.6627,63,104.2,73,98.3,45,0.568,103,1140.0
2011,13,brigham young,0.9472,118.2,8,91.9,32,71.7,18,0.053,51,0.6627,63,104.2,73,98.3,45,0.568,103,1140.0
2011,14,louisville,0.944,111.4,42,87.1,2,67.9,106,-0.015,218,0.7154,35,106.5,27,98.3,44,0.3743,290,1257.0
2011,15,utah saint,0.9346,110.9,45,88.0,8,63.5,310,0.037000000000000005,87,0.5054,150,102.3,134,102.1,174,0.4776,193,
2011,16,washington,0.9294,118.0,9,94.3,49,72.6,10,-0.115,336,0.7119,37,105.7,42,97.7,30,0.5836,86,1449.0
2011,17,illinois,0.9253,112.7,33,90.6,19,66.9,160,-0.07200000000000001,320,0.8046,5,109.5,4,96.8,7,0.5991,74,1228.0
2011,18,florida,0.925,115.6,16,92.9,40,63.6,305,0.04,80,0.6923,45,104.7,62,97.6,22,0.563,107,1196.0
2011,19,belmont,0.9248,112.7,32,90.6,21,69.2,57,-0.006999999999999999,198,0.3525,293,98.2,305,103.5,253,0.5163,156,1125.0
2011,20,connecticut,0.9221,114.7,20,92.5,36,66.4,189,0.018000000000000002,138,0.7782,9,108.1,12,96.9,10,0.504,169,1163.0
2011,21,west virginia,0.915,112.9,30,91.8,30,63.6,308,-0.017,225,0.819,3,110.1,1,96.6,5,0.7106,22,1452.0
2011,21,west virginia,0.915,112.9,30,91.8,30,63.6,308,-0.017,225,0.819,3,110.1,1,96.6,5,0.7106,22,1452.0
2011,21,west virginia,0.915,112.9,30,91.8,30,63.6,308,-0.017,225,0.819,3,110.1,1,96.6,5,0.7106,22,1452.0
2011,21,west virginia,0.915,112.9,30,91.8,30,63.6,308,-0.017,225,0.819,3,110.1,1,96.6,5,0.7106,22,1452.0
2011,21,west virginia,0.915,112.9,30,91.8,30,63.6,308,-0.017,225,0.819,3,110.1,1,96.6,5,0.7106,22,1452.0
2011,21,west virginia,0.915,112.9,30,91.8,30,63.6,308,-0.017,225,0.819,3,110.1,1,96.6,5,0.7106,22,1452.0
2011,21,west virginia,0.915,112.9,30,91.8,30,63.6,308,-0.017,225,0.819,3,110.1,1,96.6,5,0.7106,22,1452.0
2011,21,west virginia,0.915,112.9,30,91.8,30,63.6,308,-0.017,225,0.819,3,110.1,1,96.6,5,0.7106,22,1452.0
2011,21,west virginia,0.915,112.9,30,91.8,30,63.6,308,-0.017,225,0.819,3,110.1,1,96.6,5,0.7106,22,1452.0
2011,21,west virginia,0.915,112.9,30,91.8,30,63.6,308,-0.017,225,0.819,3,110.1,1,96.6,5,0.7106,22,1452.0
2011,21,west virginia,0.915,112.9,30,91.8,30,63.6,308,-0.017,225,0.819,3,110.1,1,96.6,5,0.7106,22,1452.0
2011,21,west virginia,0.915,112.9,30,91.8,30,63.6,308,-0.017,225,0.819,3,110.1,1,96.6,5,0.7106,22,1452.0
2011,21,west virginia,0.915,112.9,30,91.8,30,63.6,308,-0.017,225,0.819,3,110.1,1,96.6,5,0.7106,22,1452.0
2011,21,west virginia,0.915,112.9,30,91.8,30,63.6,308,-0.017,225,0.819,3,110.1,1,96.6,5,0.7106,22,1452.0
2011,21,west virginia,0.915,112.9,30,91.8,30,63.6,308,-0.017,225,0.819,3,110.1,1,96.6,5,0.7106,22,1452.0
2011,21,west virginia,0.915,112.9,30,91.8,30,63.6,308,-0.017,225,0.819,3,110.1,1,96.6,5,0.7106,22,1452.0
2011,22,nevada las vegas,0.9137,109.5,60,89.2,13,67.9,109,0.026000000000000002,116,0.6809,53,105.0,58,98.3,47,0.5915,78,1424.0
2011,22,nevada las vegas,0.9137,109.5,60,89.2,13,67.9,109,0.026000000000000002,116,0.6809,53,105.0,58,98.3,47,0.5915,78,1424.0
2011,22,nevada las vegas,0.9137,109.5,60,89.2,13,67.9,109,0.026000000000000002,116,0.6809,53,105.0,58,98.3,47,0.5915,78,1424.0
2011,22,nevada las vegas,0.9137,109.5,60,89.2,13,67.9,109,0.026000000000000002,116,0.6809,53,105.0,58,98.3,47,0.5915,78,1424.0
2011,22,nevada las vegas,0.9137,109.5,60,89.2,13,67.9,109,0.026000000000000002,116,0.6809,53,105.0,58,98.3,47,0.5915,78,1424.0
2011,22,nevada las vegas,0.9137,109.5,60,89.2,13,67.9,109,0.026000000000000002,116,0.6809,53,105.0,58,98.3,47,0.5915,78,1424.0
2011,22,nevada las vegas,0.9137,109.5,60,89.2,13,67.9,109,0.026000000000000002,116,0.6809,53,105.0,58,98.3,47,0.5915,78,1424.0
2011,22,nevada las vegas,0.9137,109.5,60,89.2,13,67.9,109,0.026000000000000002,116,0.6809,53,105.0,58,98.3,47,0.5915,78,1424.0
2011,22,nevada las vegas,0.9137,109.5,60,89.2,13,67.9,109,0.026000000000000002,116,0.6809,53,105.0,58,98.3,47,0.5915,78,1424.0
2011,22,nevada las vegas,0.9137,109.5,60,89.2,13,67.9,109,0.026000000000000002,116,0.6809,53,105.0,58,98.3,47,0.5915,78,1424.0
2011,22,nevada las vegas,0.9137,109.5,60,89.2,13,67.9,109,0.026000000000000002,116,0.6809,53,105.0,58,98.3,47,0.5915,78,1424.0
2011,22,nevada las vegas,0.9137,109.5,60,89.2,13,67.9,109,0.026000000000000002,116,0.6809,53,105.0,58,98.3,47,0.5915,78,1424.0
2011,22,nevada las vegas,0.9137,109.5,60,89.2,13,67.9,109,0.026000000000000002,116,0.6809,53,105.0,58,98.3,47,0.5915,78,1424.0
2011,22,nevada las vegas,0.9137,109.5,60,89.2,13,67.9,109,0.026000000000000002,116,0.6809,53,105.0,58,98.3,47,0.5915,78,1424.0
2011,22,nevada las vegas,0.9137,109.5,60,89.2,13,67.9,109,0.026000000000000002,116,0.6809,53,105.0,58,98.3,47,0.5915,78,1424.0
2011,22,nevada las vegas,0.9137,109.5,60,89.2,13,67.9,109,0.026000000000000002,116,0.6809,53,105.0,58,98.3,47,0.5915,78,1424.0
2011,23,cincinnati,0.9128,110.1,53,89.8,15,64.2,291,0.047,64,0.6657,61,105.2,52,99.1,72,0.2604,335,1153.0
2011,24,vanderbilt,0.9007,115.2,17,95.1,60,68.0,103,-0.043,283,0.6946,43,104.9,60,97.7,27,0.5847,84,1435.0
2011,25,george mason,0.899,113.2,28,93.6,44,65.9,219,-0.015,219,0.5214,139,102.6,121,101.8,163,0.5182,153,1206.0
2011,25,george mason,0.899,113.2,28,93.6,44,65.9,219,-0.015,219,0.5214,139,102.6,121,101.8,163,0.5182,153,1206.0
2011,25,george mason,0.899,113.2,28,93.6,44,65.9,219,-0.015,219,0.5214,139,102.6,121,101.8,163,0.5182,153,1206.0
2011,25,george mason,0.899,113.2,28,93.6,44,65.9,219,-0.015,219,0.5214,139,102.6,121,101.8,163,0.5182,153,1206.0
2011,25,george mason,0.899,113.2,28,93.6,44,65.9,219,-0.015,219,0.5214,139,102.6,121,101.8,163,0.5182,153,1206.0
2011,25,george mason,0.899,113.2,28,93.6,44,65.9,219,-0.015,219,0.5214,139,102.6,121,101.8,163,0.5182,153,1206.0
2011,25,george mason,0.899,113.2,28,93.6,44,65.9,219,-0.015,219,0.5214,139,102.6,121,101.8,163,0.5182,153,1206.0
2011,25,george mason,0.899,113.2,28,93.6,44,65.9,219,-0.015,219,0.5214,139,102.6,121,101.8,163,0.5182,153,1206.0
2011,25,george mason,0.899,113.2,28,93.6,44,65.9,219,-0.015,219,0.5214,139,102.6,121,101.8,163,0.5182,153,1206.0
2011,25,george mason,0.899,113.2,28,93.6,44,65.9,219,-0.015,219,0.5214,139,102.6,121,101.8,163,0.5182,153,1206.0
2011,25,george mason,0.899,113.2,28,93.6,44,65.9,219,-0.015,219,0.5214,139,102.6,121,101.8,163,0.5182,153,1206.0
2011,25,george mason,0.899,113.2,28,93.6,44,65.9,219,-0.015,219,0.5214,139,102.6,121,101.8,163,0.5182,153,1206.0
2011,25,george mason,0.899,113.2,28,93.6,44,65.9,219,-0.015,219,0.5214,139,102.6,121,101.8,163,0.5182,153,1206.0
2011,25,george mason,0.899,113.2,28,93.6,44,65.9,219,-0.015,219,0.5214,139,102.6,121,101.8,163,0.5182,153,1206.0
2011,25,george mason,0.899,113.2,28,93.6,44,65.9,219,-0.015,219,0.5214,139,102.6,121,101.8,163,0.5182,153,1206.0
2011,25,george mason,0.899,113.2,28,93.6,44,65.9,219,-0.015,219,0.5214,139,102.6,121,101.8,163,0.5182,153,1206.0
2011,26,villanova,0.8964,114.7,21,95.1,59,66.2,197,-0.027000000000000003,250,0.7566,16,107.2,21,97.1,13,0.4941,179,1437.0
2011,27,arizona,0.8953,115.1,19,95.5,62,66.9,161,0.078,21,0.685,51,105.8,37,98.9,68,0.5329,135,1112.0
2011,28,virginia tech,0.8948,110.0,56,91.3,26,65.5,236,-0.022000000000000002,238,0.6811,52,104.9,61,98.2,41,0.5147,157,1439.0
2011,28,virginia tech,0.8948,110.0,56,91.3,26,65.5,236,-0.022000000000000002,238,0.6811,52,104.9,61,98.2,41,0.5147,157,1439.0
2011,28,virginia tech,0.8948,110.0,56,91.3,26,65.5,236,-0.022000000000000002,238,0.6811,52,104.9,61,98.2,41,0.5147,157,1439.0
2011,28,virginia tech,0.8948,110.0,56,91.3,26,65.5,236,-0.022000000000000002,238,0.6811,52,104.9,61,98.2,41,0.5147,157,1439.0
2011,28,virginia tech,0.8948,110.0,56,91.3,26,65.5,236,-0.022000000000000002,238,0.6811,52,104.9,61,98.2,41,0.5147,157,1439.0
2011,28,virginia tech,0.8948,110.0,56,91.3,26,65.5,236,-0.022000000000000002,238,0.6811,52,104.9,61,98.2,41,0.5147,157,1439.0
2011,28,virginia tech,0.8948,110.0,56,91.3,26,65.5,236,-0.022000000000000002,238,0.6811,52,104.9,61,98.2,41,0.5147,157,1439.0
2011,28,virginia tech,0.8948,110.0,56,91.3,26,65.5,236,-0.022000000000000002,238,0.6811,52,104.9,61,98.2,41,0.5147,157,1439.0
2011,28,virginia tech,0.8948,110.0,56,91.3,26,65.5,236,-0.022000000000000002,238,0.6811,52,104.9,61,98.2,41,0.5147,157,1439.0
2011,28,virginia tech,0.8948,110.0,56,91.3,26,65.5,236,-0.022000000000000002,238,0.6811,52,104.9,61,98.2,41,0.5147,157,1439.0
2011,28,virginia tech,0.8948,110.0,56,91.3,26,65.5,236,-0.022000000000000002,238,0.6811,52,104.9,61,98.2,41,0.5147,157,1439.0
2011,28,virginia tech,0.8948,110.0,56,91.3,26,65.5,236,-0.022000000000000002,238,0.6811,52,104.9,61,98.2,41,0.5147,157,1439.0
2011,28,virginia tech,0.8948,110.0,56,91.3,26,65.5,236,-0.022000000000000002,238,0.6811,52,104.9,61,98.2,41,0.5147,157,1439.0
2011,28,virginia tech,0.8948,110.0,56,91.3,26,65.5,236,-0.022000000000000002,238,0.6811,52,104.9,61,98.2,41,0.5147,157,1439.0
2011,28,virginia tech,0.8948,110.0,56,91.3,26,65.5,236,-0.022000000000000002,238,0.6811,52,104.9,61,98.2,41,0.5147,157,1439.0
2011,28,virginia tech,0.8948,110.0,56,91.3,26,65.5,236,-0.022000000000000002,238,0.6811,52,104.9,61,98.2,41,0.5147,157,1439.0
2011,29,gonzaga,0.8947,110.4,50,91.6,27,67.7,119,-0.015,217,0.5744,101,104.3,72,101.6,151,0.616,64,1211.0
2011,30,kansas saint,0.8946,110.5,49,91.7,29,68.0,98,0.013999999999999999,146,0.7401,21,106.6,25,97.3,17,0.5322,137,
2011,31,clemson,0.8912,106.5,90,88.7,12,65.0,255,-0.07400000000000001,323,0.6646,62,104.3,69,98.3,48,0.4235,242,1155.0
2011,32,georgetown,0.8899,113.2,29,94.4,51,64.9,258,0.045,68,0.8258,2,109.4,5,95.5,1,0.6919,29,1207.0
2011,33,missouri,0.8884,113.4,27,94.7,54,72.1,14,-0.012,207,0.6783,55,105.4,49,98.8,64,0.3697,295,1281.0
2011,34,marquette,0.8881,115.1,18,96.2,70,67.6,121,-0.076,324,0.7397,22,107.2,19,97.9,34,0.3815,283,1266.0
2011,35,maryland,0.8877,109.2,62,91.2,24,71.6,19,-0.08800000000000001,328,0.6478,68,105.5,47,100.0,92,0.4097,258,1268.0
2011,36,xavier,0.8867,112.9,31,94.4,53,66.4,191,0.061,46,0.6306,74,103.8,84,99.1,71,0.6864,32,1462.0
2011,37,saint john's,0.8849,110.6,48,92.6,37,67.2,148,0.051,58,0.7912,6,109.0,7,97.0,11,0.5747,97,
2011,38,temple,0.8765,110.0,55,92.8,38,65.3,244,0.031,102,0.6014,84,103.3,99,99.7,84,0.6754,39,1396.0
2011,39,southern california,0.8713,107.8,79,91.3,25,63.5,309,-0.042,282,0.7328,27,106.8,24,97.8,32,0.6341,54,1425.0
2011,39,southern california,0.8713,107.8,79,91.3,25,63.5,309,-0.042,282,0.7328,27,106.8,24,97.8,32,0.6341,54,1425.0
2011,39,southern california,0.8713,107.8,79,91.3,25,63.5,309,-0.042,282,0.7328,27,106.8,24,97.8,32,0.6341,54,1425.0
2011,39,southern california,0.8713,107.8,79,91.3,25,63.5,309,-0.042,282,0.7328,27,106.8,24,97.8,32,0.6341,54,1425.0
2011,39,southern california,0.8713,107.8,79,91.3,25,63.5,309,-0.042,282,0.7328,27,106.8,24,97.8,32,0.6341,54,1425.0
2011,39,southern california,0.8713,107.8,79,91.3,25,63.5,309,-0.042,282,0.7328,27,106.8,24,97.8,32,0.6341,54,1425.0
2011,39,southern california,0.8713,107.8,79,91.3,25,63.5,309,-0.042,282,0.7328,27,106.8,24,97.8,32,0.6341,54,1425.0
2011,39,southern california,0.8713,107.8,79,91.3,25,63.5,309,-0.042,282,0.7328,27,106.8,24,97.8,32,0.6341,54,1425.0
2011,39,southern california,0.8713,107.8,79,91.3,25,63.5,309,-0.042,282,0.7328,27,106.8,24,97.8,32,0.6341,54,1425.0
2011,39,southern california,0.8713,107.8,79,91.3,25,63.5,309,-0.042,282,0.7328,27,106.8,24,97.8,32,0.6341,54,1425.0
2011,39,southern california,0.8713,107.8,79,91.3,25,63.5,309,-0.042,282,0.7328,27,106.8,24,97.8,32,0.6341,54,1425.0
2011,39,southern california,0.8713,107.8,79,91.3,25,63.5,309,-0.042,282,0.7328,27,106.8,24,97.8,32,0.6341,54,1425.0
2011,39,southern california,0.8713,107.8,79,91.3,25,63.5,309,-0.042,282,0.7328,27,106.8,24,97.8,32,0.6341,54,1425.0
2011,39,southern california,0.8713,107.8,79,91.3,25,63.5,309,-0.042,282,0.7328,27,106.8,24,97.8,32,0.6341,54,1425.0
2011,39,southern california,0.8713,107.8,79,91.3,25,63.5,309,-0.042,282,0.7328,27,106.8,24,97.8,32,0.6341,54,1425.0
2011,39,southern california,0.8713,107.8,79,91.3,25,63.5,309,-0.042,282,0.7328,27,106.8,24,97.8,32,0.6341,54,1425.0
2011,40,texas a&m,0.8703,109.0,66,92.4,35,62.7,324,0.067,34,0.6492,67,104.6,65,99.1,74,0.3296,314,1401.0
2011,41,florida saint,0.8697,102.9,140,87.3,7,69.4,53,0.012,150,0.6773,56,105.0,57,98.5,51,0.4802,190,
2011,42,new mexico,0.8696,111.7,38,94.7,55,65.8,220,-0.062,308,0.6367,73,104.6,66,99.6,82,0.4487,215,1307.0
2011,42,new mexico,0.8696,111.7,38,94.7,55,65.8,220,-0.062,308,0.6367,73,104.6,66,99.6,82,0.4487,215,1307.0
2011,42,new mexico,0.8696,111.7,38,94.7,55,65.8,220,-0.062,308,0.6367,73,104.6,66,99.6,82,0.4487,215,1307.0
2011,42,new mexico,0.8696,111.7,38,94.7,55,65.8,220,-0.062,308,0.6367,73,104.6,66,99.6,82,0.4487,215,1307.0
2011,42,new mexico,0.8696,111.7,38,94.7,55,65.8,220,-0.062,308,0.6367,73,104.6,66,99.6,82,0.4487,215,1307.0
2011,42,new mexico,0.8696,111.7,38,94.7,55,65.8,220,-0.062,308,0.6367,73,104.6,66,99.6,82,0.4487,215,1307.0
2011,42,new mexico,0.8696,111.7,38,94.7,55,65.8,220,-0.062,308,0.6367,73,104.6,66,99.6,82,0.4487,215,1307.0
2011,42,new mexico,0.8696,111.7,38,94.7,55,65.8,220,-0.062,308,0.6367,73,104.6,66,99.6,82,0.4487,215,1307.0
2011,42,new mexico,0.8696,111.7,38,94.7,55,65.8,220,-0.062,308,0.6367,73,104.6,66,99.6,82,0.4487,215,1307.0
2011,42,new mexico,0.8696,111.7,38,94.7,55,65.8,220,-0.062,308,0.6367,73,104.6,66,99.6,82,0.4487,215,1307.0
2011,42,new mexico,0.8696,111.7,38,94.7,55,65.8,220,-0.062,308,0.6367,73,104.6,66,99.6,82,0.4487,215,1307.0
2011,42,new mexico,0.8696,111.7,38,94.7,55,65.8,220,-0.062,308,0.6367,73,104.6,66,99.6,82,0.4487,215,1307.0
2011,42,new mexico,0.8696,111.7,38,94.7,55,65.8,220,-0.062,308,0.6367,73,104.6,66,99.6,82,0.4487,215,1307.0
2011,42,new mexico,0.8696,111.7,38,94.7,55,65.8,220,-0.062,308,0.6367,73,104.6,66,99.6,82,0.4487,215,1307.0
2011,42,new mexico,0.8696,111.7,38,94.7,55,65.8,220,-0.062,308,0.6367,73,104.6,66,99.6,82,0.4487,215,1307.0
2011,42,new mexico,0.8696,111.7,38,94.7,55,65.8,220,-0.062,308,0.6367,73,104.6,66,99.6,82,0.4487,215,1307.0
2011,43,michigan saint,0.8589,108.6,69,92.8,39,66.0,211,0.028999999999999998,112,0.8306,1,110.0,2,95.8,2,0.6849,34,
2011,44,michigan,0.8575,110.3,51,94.4,50,63.0,318,0.009000000000000001,159,0.7755,11,108.9,8,97.8,33,0.4914,182,1276.0
2011,45,nebraska,0.852,105.3,100,90.4,18,63.6,303,-0.067,314,0.6077,82,103.7,87,99.8,87,0.2205,341,1304.0
2011,46,alabama,0.8501,103.1,137,88.7,11,65.2,248,-0.022000000000000002,237,0.5572,110,102.0,144,100.0,91,0.3743,289,1104.0
2011,47,penn saint,0.8494,113.4,26,97.6,88,61.0,338,0.048,63,0.8105,4,109.4,6,96.4,4,0.5228,150,
2011,48,washington saint,0.849,108.4,71,93.3,41,68.6,68,-0.042,280,0.6891,49,105.8,38,98.7,58,0.4572,205,
2011,49,old dominion,0.8483,108.9,67,93.8,46,61.4,333,0.076,24,0.5531,116,103.4,95,101.5,150,0.5829,88,1330.0
2011,49,old dominion,0.8483,108.9,67,93.8,46,61.4,333,0.076,24,0.5531,116,103.4,95,101.5,150,0.5829,88,1330.0
2011,49,old dominion,0.8483,108.9,67,93.8,46,61.4,333,0.076,24,0.5531,116,103.4,95,101.5,150,0.5829,88,1330.0
2011,49,old dominion,0.8483,108.9,67,93.8,46,61.4,333,0.076,24,0.5531,116,103.4,95,101.5,150,0.5829,88,1330.0
2011,49,old dominion,0.8483,108.9,67,93.8,46,61.4,333,0.076,24,0.5531,116,103.4,95,101.5,150,0.5829,88,1330.0
2011,49,old dominion,0.8483,108.9,67,93.8,46,61.4,333,0.076,24,0.5531,116,103.4,95,101.5,150,0.5829,88,1330.0
2011,49,old dominion,0.8483,108.9,67,93.8,46,61.4,333,0.076,24,0.5531,116,103.4,95,101.5,150,0.5829,88,1330.0
2011,49,old dominion,0.8483,108.9,67,93.8,46,61.4,333,0.076,24,0.5531,116,103.4,95,101.5,150,0.5829,88,1330.0
2011,49,old dominion,0.8483,108.9,67,93.8,46,61.4,333,0.076,24,0.5531,116,103.4,95,101.5,150,0.5829,88,1330.0
